id,name,lat,lon,address,speciality,emergency,icu,operating_theatre,ventilator,x_ray,opening_hours,website,phone
5961692317,मरिई स्टोप्स नेपाल,27.7348093,85.3174374,,,yes,yes,yes,yes,yes,24/7,,
5966565996,वेलनेस हस्पिटल प्रा. लि.,27.7424351,85.3378586,,,yes,yes,yes,yes,yes,24/7,,
6043144295,ह्वावे अन्तर्राष्ट्रिय अस्पताल,27.7130487,85.3452849,,,yes,yes,yes,yes,yes,24/7,,
6048829086,काठमाडौं सिटी अस्पताल,27.6990905,85.2810043,,cardiology/others,yes,yes,yes,yes,yes,24/7,,
6052315070,आरोग्य स्वस्थ्य सदन,27.6736946,85.3118401,,,yes,yes,yes,yes,yes,24/7,,
6053557886,अस्तङ्गा आयुर्वेद अस्पताल तथा अनुसन्धान केन्द्र प्रा. लि,27.6926261,85.2827749,,,yes,yes,yes,yes,yes,24/7,,
6065425312,मध्यपुर अस्पताल ठिमी,27.6722536,85.3881738,,,yes,yes,yes,yes,yes,24/7,,
6119458394,युनिभर्सल डेन्टल अस्पताल,27.6990484,85.280008,,,yes,yes,yes,yes,yes,24/7,,
6212383987,महेन्द्र नारायण निधि मेमोरियल अस्पताल,27.7375473,85.3253255,,,yes,yes,yes,yes,yes,24/7,,
6578542186,नर्भिक अन्तर्राष्ट्रिय स्वास्थ्य मूल्यांकन केन्द्र,27.6893068,85.3200625,Prasuti Griha Marg,cardiology/others,yes,yes,yes,yes,yes,24/7,https://www.norvichospital.com/,
6794555925,Family Beauty Parlour and Therapy Centre Pvt. Ltd.,27.7118011,85.3096796,J.P. Road,dermatology;traditional_chinese_medicine;chinese_medicine;dermatologist,no,yes,yes,yes,yes,24/7,,+977 9860469177
7076752191,गणेश मान सिंह मेमोरियल अस्पताल तथा अनुसन्धान केन्द्र,27.6614719,85.3188818,,,yes,yes,yes,yes,yes,24/7,,015530855
7081616685,स्टार अस्पताल,27.6816645,85.3028341,"Sanepa Height ,Ring Road",cardiology/others,yes,yes,yes,yes,yes,24/7,,015550197
7308290736,अन्नपूर्ण न्यूरोलोजिकल इन्स्टिच्युट तथा एलाइड साइन्स,27.6948191,85.3215837,,,yes,yes,yes,yes,yes,24/7,,
7786124691,नेचर केयर अस्पताल,27.688783,85.3341445,,,yes,yes,yes,yes,yes,24/7,,
7812122485,मैत्री सामुदायिक अस्पताल,27.7268923,85.3451431,,,yes,yes,yes,yes,yes,24/7,,
7817067188,टेस्ला डायग्नोस्टिक सेन्टर र फार्मेसी,27.7268113,85.3306804,,,yes,yes,yes,yes,yes,24/7,,
8023127285,मेट्रो अस्पताल,27.7398175,85.3371345,,,yes,yes,yes,yes,yes,24/7,,
8109802122,करुणा अस्पताल,27.7512928,85.3624523,Chunikhel Marg,,yes,yes,yes,yes,yes,24/7,https://www.karunahospital.com.np/,015128201
8173061117,नागरिक सामुदायिक शिक्षण अस्पताल,27.6735853,85.3749053,,,yes,yes,yes,yes,yes,24/7,,
8190684073,Cutis Care,27.6952816,85.337671,,,yes,yes,yes,yes,yes,24/7,,
8401828236,प्रसुती गृह,27.6894511,85.3187788,,,yes,yes,yes,yes,yes,24/7,,
8832647902,सम्पदा फार्मा/क्लिनिक,27.6881267,85.2864354,,,yes,yes,yes,yes,yes,24/7,,
9056740817,भिजन पोलिक्लिनिक,27.6754331,85.3448619,,,yes,yes,yes,yes,yes,24/7,,015100930
9213713419,समाज डेन्टल,27.6910912,85.3369386,Bibhuti Janak Marg,dental_oral_maxillo_facial_surgery,yes,yes,yes,yes,yes,24/7,,
9519208018,Sundarijal Swastha Chauki,27.7728016,85.4290501,,,yes,yes,yes,yes,yes,24/7,,
9526113217,काठमाडौं जीवन ज्योति अस्पताल,27.7181627,85.3489721,,,yes,yes,yes,yes,yes,24/7,,
9528649020,All Nepal Hospital,27.7359758,85.3175665,,,yes,yes,yes,yes,yes,24/7,,
9611991113,अव्युदय स्वास्थ्य सेवा केन्द्र,27.661574,85.3698829,Balkot-Biruwa Road,general,yes,yes,yes,yes,yes,24/7,,016638577
9614642353,सूर्यविनायक नगरपालिका हस्पिटल,27.6565102,85.391938,,,yes,yes,yes,yes,yes,24/7,,
9614642371,ब्रोदर हेल्थ केयर एण्ड डाइग्नोस्टिक सेन्टर,27.6697928,85.3855513,thimi-Biruwa Rd,general,yes,yes,yes,yes,yes,24/7,,9840011873
9622703382,Patan Healthcare,27.5992721,85.3243261,Satdobato — Tikabhairab,general,yes,yes,yes,yes,yes,24/7,,
9627135231,Sahari Swasthya Kendra,27.6860977,85.2392771,Tribhuvan Rajpath,,yes,yes,yes,yes,yes,24/7,,
9648136847,कीर्तिपुर सामुदायिक स्वास्थ्य केन्द्र,27.6734889,85.2812827,,,yes,yes,yes,yes,yes,24/7,,
9662478422,कीर्तिपुर आँखा अस्पताल र अनुसन्धान केन्द्र,27.6767736,85.2841802,,,yes,yes,yes,yes,yes,24/7,,
9719638257,"वत्सल्या प्राकृतिक आईवीएफ, फर्टिलिटी क्लिनिक",27.7155843,85.3252763,,,yes,yes,yes,yes,yes,"Mo-Fr, Su 09:30-16:30",http://www.vatsalya.com.np/,
9845843806,DI Skin Hospital And Referral Center,27.7501486,85.3450168,Golphutar Sadak,dermatology;transplant;endocrinology;plastic_surgery,yes,yes,yes,yes,yes,24/7,https://disharc.org/,+977-14721900
9914381748,रिदम न्यूरोसाइकियाट्री अस्पताल र अनुसन्धान केन्द्र,27.6694472,85.3098021,,,yes,yes,yes,yes,yes,24/7,,
9916636691,सोमलता पतंजलि आयुर्वेद केन्द्र प्रा.लि,27.7056935,85.3229192,,,yes,yes,yes,yes,yes,24/7,,+977 9860469177
9926734918,दिर्घजीवन स्वास्थ्य सेवा तथा अनुसन्धान केन्द्र प्रा. लि,27.6934255,85.3146971,,,yes,yes,yes,yes,yes,24/7,,
9933907318,समता अस्पताल,27.7164886,85.3572093,,,yes,yes,yes,yes,yes,24/7,,
9956485661,एपेक्स पोलिक्लिनिक एण्ड डाइगोनोस्टिक सेन्टर प्रा. लि,27.6750042,85.3527456,,,yes,yes,yes,yes,yes,24/7,,
9956505746,काठमाडौँ न्यूरो एण्ड जनरल अस्पताल,27.705956,85.3180007,,,yes,yes,yes,yes,yes,24/7,www.kathamanduneuro.com.np,"014233733,4233899"
9960940221,banepa dentel,27.6306702,85.5215853,,,yes,yes,yes,yes,yes,24/7,,
9967126985,एड्भान्स ओरल डेन्टल अस्पताल,27.6778355,85.347324,,,yes,yes,yes,yes,yes,24/7,,"014600202,4600723"
9969484880,काठमाडौं ईएनटी हस्पिटल प्रा. लि,27.7033226,85.3184414,,,yes,yes,yes,yes,yes,24/7,,014245554;4226730
10007887784,अल नेपाल अस्पताल,27.7359482,85.3177058,,,yes,yes,yes,yes,yes,24/7,,"01-4989905, 0989906, 4953031"
10009815103,आयानस अस्पताल,27.763547,85.3306848,,,yes,yes,yes,yes,yes,24/7,,
10013199477,टोखा चन्देश्वरी अस्पताल,27.7701596,85.3295466,Golphutar Sadak,,yes,yes,yes,yes,yes,24/7,,
10013199480,नेपाल अाखा अस्पताल,27.7687021,85.3301942,,,yes,yes,yes,yes,yes,24/7,,
10016451848,इशान बाल तथा महिला अस्पताल,27.7481329,85.3369164,,,yes,yes,yes,yes,yes,24/7,,"01-4959560, 01-5910947, 01-5910948"
10023832445,क्रिस्टल डेन्टल अस्पताल,27.6741089,85.3748745,,,yes,yes,yes,yes,yes,24/7,,
10024492600,नेपाल कोरिया मैत्री अस्पताल,27.6736997,85.3795337,,,yes,yes,yes,yes,yes,24/7,,
10050423448,एनआरएन स्वास्थ्य सेवा प्रा. लि.,27.6898674,85.3826788,,,yes,yes,yes,yes,yes,24/7,,
10121388641,कान्तिपुर अस्पताल,27.68588,85.3452223,,,yes,yes,yes,yes,yes,24/7,,014111627;014111858
10121417227,Pics Nepal,27.6830415,85.3473448,,,yes,yes,yes,yes,yes,24/7,,015199735
10154815006,कल्पना स्वास्थ्य सेवा केन्द्र,27.7670427,85.3006201,,,yes,yes,yes,yes,yes,24/7,,
10198512117,अलिफ स्वास्थ सेवा केन्द्र,27.7616933,85.317815,,,yes,yes,yes,yes,yes,24/7,http://www.alifphama.com.np,9851339786
10214617417,जिल्ला आयुर्वेद स्वास्थ्य केन्द्र,27.6974971,85.3491139,,,yes,yes,yes,yes,yes,24/7,,
10230034942,Sadbhav Community Hospital,27.6538611,85.5113525,Nala,,yes,yes,yes,yes,yes,24/7,,11411113
10230034943,Spinal Injury Rehabilitation Center,27.636392,85.492346,Bhaisipati,,yes,yes,yes,yes,yes,24/7,,11663058
10230034944,Bhomi Hospital,27.6325128,85.5090439,Pulbazar,,yes,yes,yes,yes,yes,24/7,,11665413
10230034945,Krishna Prasad Hospital,27.6294156,85.5246921,Chardobato,,yes,yes,yes,yes,yes,24/7,,11664332
10230034946,Merryland Heath Care,27.6311524,85.5178761,Teendobato,,yes,yes,yes,yes,yes,24/7,,11665370
10230034948,Scheer Memorial Hospital,27.63342,85.5273593,Ghokechaur,,yes,yes,yes,yes,yes,24/7,,11661111
10294835214,लेट मी इन,27.7372671,85.3338482,,,yes,yes,yes,yes,yes,24/7,,
10305102342,ओम हस्पिटल एण्ड रिसर्च सेन्टर प्रा. लि,27.7214203,85.3448029,Chabahil Road,,yes,yes,yes,yes,yes,24/7,,
10610495708,ओरिसन मेडिकल हल,27.7071767,85.3789969,,,yes,yes,yes,yes,yes,Mo-Su 09:00-18:00,,
10610495807,दिर्गजीवन मेडिकल हल,27.7067293,85.3790376,,,yes,yes,yes,yes,yes,Mo-Su 09:00-18:00,,
10614867910,आधारभूत स्वास्थ्य केन्द्र,27.7071685,85.3793921,Piple bot,,yes,yes,yes,yes,yes,Mo-Su 09:00-18:00,,
10629351305,मेड स्टार हेल्थ केयर,27.6963905,85.3779141,,,yes,yes,yes,yes,yes,Mo-Su 07:00-21:00,,
10724948065,Kirtipur Phect Hospital,27.6825389,85.2737269,,,yes,yes,yes,yes,yes,24/7,,
11701254293,Stupa community hospital,27.7203029,85.3512059,,,yes,yes,yes,yes,yes,24/7,,
11949714809,Seer Imaging and Diagnostic Center Banepa,27.6324687,85.5183654,,,yes,yes,yes,yes,yes,24/7,,
12247587057,Golfutar Eye Hospital,27.7515215,85.3456867,,ophthalmology,yes,yes,yes,yes,yes,24/7,,
12318212001,भ्याली अस्पताल (पुतलीसडक),27.7052494,85.3232309,पुतली सडक,,yes,yes,yes,yes,yes,24/7,,+977 01 4520224
12589388685,Derma Clinic,27.73854,85.3263906,,dermatology;dermatovenereology;allergology,yes,yes,yes,yes,yes,24/7,,
112117062,National Trauma Center,27.7042997,85.3130672,,,yes,yes,yes,yes,yes,24/7,,
120435385,Tilganga Institute of Opthalmology,27.7053593,85.350669,,,yes,no,yes,no,yes,24/7,,
124304055,Norvic Hospital,27.6899666,85.3191986,,,yes,yes,yes,yes,yes,24/7,,
124304057,Paropakar Maternity Hospital,27.6893461,85.318916,,,yes,yes,yes,yes,yes,24/7,,
124480166,एभरेष्ट अस्पताल (नयाँ बानेश्वर),27.6884948,85.3328992,मदन भण्डारी पथ,,yes,yes,yes,yes,yes,24/7,https://everesthospital.org.np,+977 01 4795177
138451637,Ayurveda Hospital,27.7078298,85.3053942,,,yes,yes,yes,yes,yes,24/7,,
163599016,Human Rehabilitation and Development Centre,27.62863,85.5108328,,,yes,yes,yes,yes,yes,24/7,,
170428974,Animal Hospital,27.6733782,85.3119311,,,yes,yes,yes,yes,yes,24/7,,
176768699,Upendra Devkota Memorial - National Institute of Neurological and Allied Sciences,27.7487097,85.3459614,,neurology;neurosurgery;pathology,yes,yes,yes,yes,yes,24/7,https://neuro.org.np/,+977-014373850
176772311,Shahid Gangalal National Heart Centre,27.745821,85.3436443,,cardiology,yes,yes,yes,yes,yes,24/7,https://www.sgnhc.org.np/,+977-014371374
178927729,Alka Hospital,27.6745553,85.3150906,,,yes,yes,yes,yes,yes,24/7,,
179243141,Ayurvedic Hospital,27.6767924,85.2893348,,,yes,yes,yes,yes,yes,24/7,,
179243142,Ayurvedic Teaching Hospital (OPD),27.6757828,85.2901942,,,yes,yes,yes,yes,yes,24/7,,
179469145,BioMed Hospital,27.7226929,85.3310512,,,yes,yes,yes,no,no,24/7,,
181427346,ManMohan Cardiothoracic Vascular & Transplant Center,27.7358213,85.3287091,,cardiology,yes,yes,yes,yes,yes,24/7,,
181575432,Mental Hospital,27.6679616,85.3224061,,,yes,yes,yes,yes,yes,24/7,,
185943152,Nepal Eye Hospital,27.6930867,85.3137018,,,yes,yes,no,no,yes,24/7,,
185943727,National Tuberculosis Center,27.6738814,85.3826303,,,yes,no,no,no,yes,24/7,,
186777941,Khopasi Health Post,27.564467,85.5362561,,,no,yes,yes,yes,yes,24/7,,
190889375,Om Hospital and Research Center,27.7213347,85.3448669,,cardiology/other,yes,yes,yes,yes,yes,24/7,,
194899597,Spinal Injury Rahabilitation Center,27.6374828,85.4920786,,,yes,yes,yes,yes,yes,24/7,,
198032237,Nepal Medical College and Teaching Hospital,27.7334979,85.3805787,,,yes,yes,yes,yes,yes,24/7,,
198407525,Nepal Hypnosis,27.71759,85.334109,Thatu Marg,,yes,yes,yes,yes,yes,24/7,,
201380503,Swatha Parichyan,27.7056296,85.3250895,,,yes,yes,yes,yes,yes,24/7,,
205438152,Ayurvedic Hospital,27.6759721,85.289853,,,yes,yes,yes,yes,yes,24/7,,
205718505,Mahendra Narayan Nidhi Memorial Hospital,27.705757,85.3452487,,,yes,yes,yes,yes,yes,24/7,,
206902746,Shri Tribhuwan Chandra Sainik Hospital,27.7036878,85.3131476,,,yes,yes,yes,yes,yes,24/7,,
207412810,Suvechhya Hospital,27.7090822,85.2810899,,,yes,yes,yes,yes,yes,24/7,,
208175247,Janamaitri Hospital,27.7281844,85.3033195,,,yes,yes,yes,yes,yes,24/7,,
208681773,Nepal Plastic Surgery Hospital,27.6434615,85.3377866,,,yes,no,yes,no,yes,24/7,,
209874600,Mental hospital,27.7355736,85.4155938,,,yes,yes,yes,yes,yes,24/7,,
211436969,Laliguras Hospital,27.6583348,85.3214641,,,yes,no,yes,no,yes,24/7,,
211750710,Sumeru Hospital,27.6448249,85.325761,,,yes,yes,yes,yes,yes,24/7,https://sumeruhospital.org.np/,+977 15275377
211858815,Shuvatara Hospital,27.6615713,85.318803,,,yes,yes,yes,yes,yes,24/7,,
211897513,Natural Health Hospital,27.6958923,85.3455553,,,yes,no,no,no,no,24/7,,
215554749,Helping Hands Community Hospital,27.7174644,85.3462021,,,yes,yes,yes,yes,yes,24/7,,
216443708,Nepal Beijing Friendship Hospital,27.7314474,85.3300149,,,yes,no,yes,no,yes,24/7,,01-4413043
216607338,Welcare Hospital and Research Centre,27.7079435,85.3352598,,,yes,yes,yes,yes,yes,24/7,,01-4426135
216705743,Maruti Children Hospital,27.735303,85.3286225,,,yes,no,no,no,yes,24/7,,
218203441,ग्रीन सिटी अस्पताल (बसुन्धरा),27.7372446,85.3227706,Kathmandu Ringroad,,yes,yes,yes,yes,yes,24/7,https://www.gch.com.np,+977 01 4981133;+977 01 4983169;+977 01 4952248
218984210,New Life Health Care Pvt. Ltd.,27.7143403,85.3499966,,,yes,no,no,no,no,24/7,,
219072866,mhf,27.7536881,85.3301453,,,yes,yes,yes,yes,yes,24/7,,
219973934,Nepal Korea Friendship Hospital,27.6788728,85.383778,,,yes,no,yes,yes,yes,24/7,,
220212853,Samaj Dental Hospital,27.7257097,85.3576071,,,yes,no,no,no,yes,24/7,,
220213917,Shechan Clinic & Hospice,27.7245571,85.3599134,,,yes,no,no,no,yes,24/7,,
220316414,Punarjiban Hospital,27.6726044,85.3407666,,,yes,no,no,no,no,24/7,,01-5006115
220336145,Madhyapur Hospital,27.6731334,85.3868223,,,yes,yes,yes,yes,yes,24/7,,
220986127,Gandhi Samudayik Hospital,27.6967142,85.3684021,,,yes,no,no,no,yes,24/7,,
221047767,Kathmandu E.N.T. Hospital and Research Center,27.7036968,85.3181869,,,yes,yes,yes,yes,yes,24/7,,
221295252,All Nepal Hospital,27.7345265,85.3174599,,cardiology and other,yes,yes,yes,yes,yes,24/7,,
221295256,अन्तर्राष्ट्रिय मैत्री बाल अस्पताल (महाराजगञ्ज),27.7312886,85.3263639,लाजिम्पाट सडक,,yes,yes,yes,yes,yes,24/7,https://www.ifch.com.np,+977 01 4515461
221344946,Sarvanga Hospital,27.6856246,85.3165852,,,yes,yes,yes,yes,yes,24/7,,
221353886,Blue Lotus Hospital,27.6942259,85.3106073,,,yes,no,yes,no,no,24/7,,
221639848,Rhythm Neuropsychiatry Hospital & Research Center,27.6693103,85.30967,,,yes,yes,yes,yes,yes,24/7,,
221694253,Kathmandu Model Hospital,27.7026968,85.3201189,,,yes,yes,yes,yes,yes,24/7,,
221727449,Kathmandu Model Hospital Dental Department,27.7065103,85.3181652,,,yes,no,no,no,yes,24/7,,
221824840,Kundalini Hospital,27.6795847,85.3063158,,,yes,yes,no,yes,no,24/7,,
221824844,Sumeru City Hospital,27.6760179,85.3148149,,,yes,no,yes,no,yes,24/7,,
222136578,Vayodha Hospital,27.6842383,85.2982933,,,yes,yes,yes,yes,yes,24/7,,
222180172,Kirtipur Hospital,27.6825633,85.2737393,,,yes,no,yes,no,yes,24/7,,
222724349,shiva jyoti hospital & research center,27.6855828,85.2980011,,,yes,yes,yes,yes,yes,24/7,,
222779972,Kantipur Hospital,27.6855656,85.3448179,,,yes,yes,yes,yes,yes,24/7,,
222864245,Summit Hospital,27.6741534,85.3596364,,,yes,yes,yes,yes,yes,24/7,,016631736
223033987,Midat Hospital,27.6667865,85.3248821,,,yes,yes,yes,yes,yes,24/7,,
223275409,Grande International Hospital,27.7529192,85.3252409,11 16 16,,yes,yes,yes,yes,yes,24/7,https://www.grandehospital.com/,+977 1 5159266; +977 1 5159267; +977 9801202550
223502956,People's Life Care Hospital,27.7275251,85.4607057,,,yes,no,yes,no,yes,24/7,,
223503867,Sahid Memorial Hospital,27.6945079,85.2811325,,,yes,yes,yes,yes,yes,24/7,,
223503869,OM Samaj Hospital,27.6891458,85.2709256,,,yes,yes,yes,yes,yes,24/7,,
223503879,Sahid Memorial Hospital,27.6954902,85.2809333,,,yes,yes,yes,yes,yes,24/7,,
223504501,Tranquiliy Hospital and Research Center,27.6517246,85.3299517,,,yes,no,no,no,no,24/7,,
224724636,Diyas Hospital,27.6527637,85.3045908,,,yes,yes,yes,yes,yes,24/7,,
225648689,Bharjabaharahi Hospital,27.6038515,85.3278096,,,yes,no,yes,no,yes,24/7,,
225659856,Centre For Liver Disease,27.6899228,85.3286739,,,yes,no,no,no,no,24/7,,
225660491,Himal Hospital,27.7102329,85.3282098,,,yes,yes,yes,yes,yes,24/7,,
226284392,Kathmandu Hospital,27.6426578,85.3380966,,,yes,no,no,no,yes,24/7,,
226284409,Harisiddhi Community Hospital,27.637224,85.341898,,,yes,yes,yes,yes,yes,24/7,,
226335431,Nepal orthopaedic Hospital,27.7201552,85.3811912,,,yes,yes,yes,yes,yes,24/7,,
226429180,Chest Hospital,27.6992564,85.2971035,,,yes,no,yes,no,yes,24/7,,
226429181,Shree Jyoti Hospital and Research Center,27.6985437,85.2974366,,,yes,yes,yes,no,yes,24/7,,
226429182,Spark Health Homes Hospital,27.6976466,85.2947666,,,yes,no,no,no,yes,24/7,,
226439738,Kathmandu Hospital,27.6942716,85.3110199,,,yes,yes,yes,yes,yes,24/7,,
226472197,Nilam Hospital,27.688906,85.250524,,,yes,yes,yes,yes,yes,24/7,,
226690705,National Kidney Center,27.7245541,85.2957645,,,yes,yes,yes,yes,yes,24/7,,
226831608,National Hospital and Cancer Research Center,27.6733887,85.3147244,,cancer,yes,no,yes,no,yes,24/7,,
226835291,Chinese People Hospital Private Limited,27.7204263,85.3618191,,,yes,no,no,no,yes,24/7,,
226852863,Hamro Sahayatri Hosp and Birthing Center,27.6765548,85.3526039,,,yes,no,yes,no,yes,24/7,,
226885065,Medicare National Hospital and Research Center,27.7184247,85.3463804,Chabahil,cardiology/other,yes,yes,yes,yes,yes,24/7,www.medicarenepal.com,+977-1-4467067
226974435,Venus International Hospital,27.6972368,85.3376008,,,yes,yes,yes,yes,yes,24/7,,
226978803,Ayush Hospital,27.6862861,85.33588,,,yes,no,no,no,no,24/7,,
227085228,Human Development Community Service(HDCS),27.6590518,85.2995533,,,no,yes,yes,yes,yes,24/7,,
227115386,Nobel Hospital,27.698195,85.3482018,,,yes,yes,yes,yes,yes,24/7,,
227266290,Shankarapur Hospital,27.7214978,85.3765643,,,yes,yes,yes,yes,yes,24/7,,
227893818,B & B Hospital,27.6650525,85.3294439,"Ring Road gwarkho,chowk",cardiology/others,yes,yes,yes,yes,yes,24/7,https://www.bbhospital.com.np/,
227893819,Global Hospital,27.6665858,85.3330007,,,yes,yes,yes,yes,yes,24/7,,
227894763,"BP Eye Foundation, Children's Hospital for Eye, ENT and Rehabilitation Services (CHEERS)",27.6706634,85.3535534,,eye health,yes,no,yes,no,yes,24/7,,
