id,type,name,lat,lon,address,speciality,emergency,icu,operating_theatre,ventilator,x_ray,opening_hours,website,phone
5966565996,node,वेलनेस हस्पिटल प्रा. लि.,27.7424351,85.3378586,,,,,,,,,,
6043144295,node,ह्वावे अन्तर्राष्ट्रिय अस्पताल,27.7130487,85.3452849,,,,,,,,,,
6048829086,node,काठमाडौं सिटी अस्पताल,27.6990905,85.2810043,,,,,,,,,,
6052315070,node,आरोग्य स्वस्थ्य सदन,27.6736946,85.3118401,,,,,,,,,,
6053557886,node,अस्तङ्गा आयुर्वेद अस्पताल तथा अनुसन्धान केन्द्र प्रा. लि,27.6926261,85.2827749,,,,,,,,,,
6065425312,node,मध्यपुर अस्पताल ठिमी,27.6722536,85.3881738,,,,,,,,,,
6119458394,node,युनिभर्सल डेन्टल अस्पताल,27.6990484,85.280008,,,,,,,,,,
6212383987,node,महेन्द्र नारायण निधि मेमोरियल अस्पताल,27.7375473,85.3253255,,,,,,,,,,
6393788405,node,,27.6736601,85.3507095,,,,,,,,,,
6474357289,node,,27.7176724,85.3110858,,,,,,,,,,
6578542186,node,नर्भिक अन्तर्राष्ट्रिय स्वास्थ्य मूल्यांकन केन्द्र,27.6893068,85.3200625,Prasuti Griha Marg,,,,,,,,https://www.norvichospital.com/,
6794555925,node,Family Beauty Parlour and Therapy Centre Pvt. Ltd.,27.7118011,85.3096796,J.P. Road,dermatology;traditional_chinese_medicine;chinese_medicine;dermatologist,no,,,,,,,+977 9860469177
7076752191,node,गणेश मान सिंह मेमोरियल अस्पताल तथा अनुसन्धान केन्द्र,27.6614719,85.3188818,,,,,,,,,,015530855
7081616685,node,स्टार अस्पताल,27.6816645,85.3028341,"Sanepa Height ,Ring Road",,,,,,,,,015550197
7308290736,node,अन्नपूर्ण न्यूरोलोजिकल इन्स्टिच्युट तथा एलाइड साइन्स,27.6948191,85.3215837,,,,,,,,24/7,,
7786124691,node,नेचर केयर अस्पताल,27.688783,85.3341445,,,,,,,,,,
7812122485,node,मैत्री सामुदायिक अस्पताल,27.7268923,85.3451431,,,,,,,,,,
7817067188,node,टेस्ला डायग्नोस्टिक सेन्टर र फार्मेसी,27.7268113,85.3306804,,,,,,,,,,
8023127285,node,मेट्रो अस्पताल,27.7398175,85.3371345,,,,,,,,,,
8109802122,node,करुणा अस्पताल,27.7512928,85.3624523,Chunikhel Marg,,,,,,,,https://www.karunahospital.com.np/,015128201
8173061117,node,नागरिक सामुदायिक शिक्षण अस्पताल,27.6735853,85.3749053,,,,,,,,,,
8190684073,node,Cutis Care,27.6952816,85.337671,,,,,,,,,,
8401828236,node,प्रसुती गृह,27.6894511,85.3187788,,,,,,,,,,
8832647902,node,सम्पदा फार्मा/क्लिनिक,27.6881267,85.2864354,,,,,,,,,,
9056740817,node,भिजन पोलिक्लिनिक,27.6754331,85.3448619,,,,,,,,,,015100930
9213713419,node,समाज डेन्टल,27.6910912,85.3369386,Bibhuti Janak Marg,dental_oral_maxillo_facial_surgery,yes,,,,,,,
9519208018,node,Sundarijal Swastha Chauki,27.7728016,85.4290501,,,,,,,,,,
9524684260,node,,27.586462,85.5122054,,,,,,,,,,
9526113217,node,काठमाडौं जीवन ज्योति अस्पताल,27.7181627,85.3489721,,,,,,,,,,
9528649020,node,All Nepal Hospital,27.7359758,85.3175665,,,,,,,,,,
9611991113,node,अव्युदय स्वास्थ्य सेवा केन्द्र,27.661574,85.3698829,Balkot-Biruwa Road,general,yes,,,,,,,016638577
9614642353,node,सूर्यविनायक नगरपालिका हस्पिटल,27.6565102,85.391938,,,,,,,,,,
9614642371,node,ब्रोदर हेल्थ केयर एण्ड डाइग्नोस्टिक सेन्टर,27.6697928,85.3855513,thimi-Biruwa Rd,general,,,,,,,,9840011873
9622703382,node,Patan Healthcare,27.5992721,85.3243261,Satdobato — Tikabhairab,general,,,,,,,,
9627135231,node,Sahari Swasthya Kendra,27.6860977,85.2392771,Tribhuvan Rajpath,,,,,,,,,
9648136847,node,कीर्तिपुर सामुदायिक स्वास्थ्य केन्द्र,27.6734889,85.2812827,,,,,,,,,,
9662478422,node,कीर्तिपुर आँखा अस्पताल र अनुसन्धान केन्द्र,27.6767736,85.2841802,,,,,,,,,,
9719638257,node,"वत्सल्या प्राकृतिक आईवीएफ, फर्टिलिटी क्लिनिक",27.7155843,85.3252763,,,,,,,,"Mo-Fr, Su 09:30-16:30",http://www.vatsalya.com.np/,
9784655242,node,,27.6312461,85.5229136,,,,,,,,,,11661236
9784655253,node,,27.6297685,85.5219661,,,,,,,,,,11660781
9845843806,node,DI Skin Hospital And Referral Center,27.7501486,85.3450168,Golphutar Sadak,dermatology;transplant;endocrinology;plastic_surgery,,,,,,,https://disharc.org/,+977-14721900
9914381748,node,रिदम न्यूरोसाइकियाट्री अस्पताल र अनुसन्धान केन्द्र,27.6694472,85.3098021,,,,,,,,,,
9916636691,node,सोमलता पतंजलि आयुर्वेद केन्द्र प्रा.लि,27.7056935,85.3229192,,,,,,,,,,+977 9860469177
9926734918,node,दिर्घजीवन स्वास्थ्य सेवा तथा अनुसन्धान केन्द्र प्रा. लि,27.6934255,85.3146971,,,,,,,,,,
9933907318,node,समता अस्पताल,27.7164886,85.3572093,,,,,,,,,,
9956485661,node,एपेक्स पोलिक्लिनिक एण्ड डाइगोनोस्टिक सेन्टर प्रा. लि,27.6750042,85.3527456,,,,,,,,,,
9956505746,node,काठमाडौँ न्यूरो एण्ड जनरल अस्पताल,27.705956,85.3180007,,,,,,,,,www.kathamanduneuro.com.np,"014233733,4233899"
9960940221,node,banepa dentel,27.6306702,85.5215853,,,,,,,,,,
9967126985,node,एड्भान्स ओरल डेन्टल अस्पताल,27.6778355,85.347324,,,,,,,,,,"014600202,4600723"
9969484880,node,काठमाडौं ईएनटी हस्पिटल प्रा. लि,27.7033226,85.3184414,,,,,,,,,,014245554;4226730
10007887784,node,अल नेपाल अस्पताल,27.7359482,85.3177058,,,yes,,,,,,,"01-4989905, 0989906, 4953031"
10009815103,node,आयानस अस्पताल,27.763547,85.3306848,,,,,,,,,,
10013199477,node,टोखा चन्देश्वरी अस्पताल,27.7701596,85.3295466,Golphutar Sadak,,,,,,,,,
10013199480,node,नेपाल अाखा अस्पताल,27.7687021,85.3301942,,,,,,,,,,
10016451848,node,इशान बाल तथा महिला अस्पताल,27.7481329,85.3369164,,,,,,,,,,"01-4959560, 01-5910947, 01-5910948"
10023832445,node,क्रिस्टल डेन्टल अस्पताल,27.6741089,85.3748745,,,,,,,,,,
10024492600,node,नेपाल कोरिया मैत्री अस्पताल,27.6736997,85.3795337,,,,,,,,,,
10050423448,node,एनआरएन स्वास्थ्य सेवा प्रा. लि.,27.6898674,85.3826788,,,,,,,,,,
10121388641,node,कान्तिपुर अस्पताल,27.68588,85.3452223,,,,,,,,,,014111627;014111858
10121417227,node,Pics Nepal,27.6830415,85.3473448,,,,,,,,,,015199735
10154815006,node,कल्पना स्वास्थ्य सेवा केन्द्र,27.7670427,85.3006201,,,,,,,,,,
10198512117,node,अलिफ स्वास्थ सेवा केन्द्र,27.7616933,85.317815,,,,,,,,24/7,http://www.alifphama.com.np,9851339786
10204311110,node,,27.7215523,85.3809512,,,,,,,,,,
10214617417,node,जिल्ला आयुर्वेद स्वास्थ्य केन्द्र,27.6974971,85.3491139,,,,,,,,,,
10230034942,node,Sadbhav Community Hospital,27.6538611,85.5113525,Nala,,,,,,,,,11411113
10230034943,node,Spinal Injury Rehabilitation Center,27.636392,85.492346,Bhaisipati,,,,,,,,,11663058
10230034944,node,Bhomi Hospital,27.6325128,85.5090439,Pulbazar,,,,,,,,,11665413
10230034945,node,Krishna Prasad Hospital,27.6294156,85.5246921,Chardobato,,,,,,,,,11664332
10230034946,node,Merryland Heath Care,27.6311524,85.5178761,Teendobato,,,,,,,,,11665370
10230034947,node,,27.6337696,85.5178883,दुच्छ टोल,,,,,,,,,11662975
10230034948,node,Scheer Memorial Hospital,27.63342,85.5273593,Ghokechaur,,,,,,,,,11661111
10294835214,node,लेट मी इन,27.7372671,85.3338482,,,,,,,,,,
10305102342,node,ओम हस्पिटल एण्ड रिसर्च सेन्टर प्रा. लि,27.7214203,85.3448029,Chabahil Road,,,,,,,,,
10610495708,node,ओरिसन मेडिकल हल,27.7071767,85.3789969,,,,,,,,Mo-Su 09:00-18:00,,
10610495807,node,दिर्गजीवन मेडिकल हल,27.7067293,85.3790376,,,,,,,,Mo-Su 09:00-18:00,,
10614867910,node,आधारभूत स्वास्थ्य केन्द्र,27.7071685,85.3793921,Piple bot,,,,,,,Mo-Su 09:00-18:00,,
10629351305,node,मेड स्टार हेल्थ केयर,27.6963905,85.3779141,,,,,,,,Mo-Su 07:00-21:00,,
10724948065,node,Kirtipur Phect Hospital,27.6825389,85.2737269,,,,,,,,,,
11331070169,node,,27.6759697,85.3851812,,,,,,,,,,
11701254293,node,Stupa community hospital,27.7203029,85.3512059,,,,,,,,,,
11949714809,node,Seer Imaging and Diagnostic Center Banepa,27.6324687,85.5183654,,,,,,,,,,
12247587057,node,Golfutar Eye Hospital,27.7515215,85.3456867,,ophthalmology,,,,,,,,
12318212001,node,भ्याली अस्पताल (पुतलीसडक),27.7052494,85.3232309,पुतली सडक,,,,,,,24/7,,+977 01 4520224
12589388685,node,Derma Clinic,27.73854,85.3263906,,dermatology;dermatovenereology;allergology,,,,,,,,
112117062,way,National Trauma Center,27.7042997,85.3130672,,,yes,,,,,,,
120435385,way,Tilganga Institute of Opthalmology,27.7053593,85.350669,,,,no,yes,no,yes,,,
124304055,way,Norvic Hospital,27.6899666,85.3191986,,,yes,yes,yes,yes,yes,,,
124304057,way,Paropakar Maternity Hospital,27.6893461,85.318916,,,yes,,,,,,,
124480166,way,एभरेष्ट अस्पताल (नयाँ बानेश्वर),27.6884948,85.3328992,मदन भण्डारी पथ,,yes,yes,yes,yes,yes,24/7,https://everesthospital.org.np,+977 01 4795177
138451637,way,Ayurveda Hospital,27.7078298,85.3053942,,,,,,,,,,
163599016,way,Human Rehabilitation and Development Centre,27.62863,85.5108328,,,,,,,,,,
170428974,way,Animal Hospital,27.6733782,85.3119311,,,,,,,,,,
176768699,way,Upendra Devkota Memorial - National Institute of Neurological and Allied Sciences,27.7487097,85.3459614,,neurology;neurosurgery;pathology,yes,yes,yes,yes,yes,,https://neuro.org.np/,+977-014373850
176772311,way,Shahid Gangalal National Heart Centre,27.745821,85.3436443,,,yes,,,,,,https://www.sgnhc.org.np/,+977-014371374
178927729,way,Alka Hospital,27.6745553,85.3150906,,,,yes,yes,yes,yes,,,
179243141,way,Ayurvedic Hospital,27.6767924,85.2893348,,,,,,,,,,
179243142,way,Ayurvedic Teaching Hospital (OPD),27.6757828,85.2901942,,,,,,,,,,
179469145,way,BioMed Hospital,27.7226929,85.3310512,,,,,,no,no,,,
181427346,way,ManMohan Cardiothoracic Vascular & Transplant Center,27.7358213,85.3287091,,,,,,,,,,
181575432,way,Mental Hospital,27.6679616,85.3224061,,,,,,,,,,
185943152,way,Nepal Eye Hospital,27.6930867,85.3137018,,,yes,yes,no,no,yes,,,
185943727,way,National Tuberculosis Center,27.6738814,85.3826303,,,,no,no,no,yes,,,
186777941,way,Khopasi Health Post,27.564467,85.5362561,,,no,,,,,,,
190889375,way,Om Hospital and Research Center,27.7213347,85.3448669,,,,yes,yes,yes,yes,,,
194899597,way,Spinal Injury Rahabilitation Center,27.6374828,85.4920786,,,,,,,,,,
198032237,way,Nepal Medical College and Teaching Hospital,27.7334979,85.3805787,,,,yes,yes,yes,yes,,,
198407525,way,Nepal Hypnosis,27.71759,85.334109,Thatu Marg,,,,,,,,,
201027582,way,,27.6947951,85.3064867,,,,,,,,,,
201380503,way,Swatha Parichyan,27.7056296,85.3250895,,,,,,,,,,
205438152,way,Ayurvedic Hospital,27.6759721,85.289853,,,,,,,,,,
205718505,way,Mahendra Narayan Nidhi Memorial Hospital,27.705757,85.3452487,,,,yes,yes,yes,yes,,,
206902746,way,Shri Tribhuwan Chandra Sainik Hospital,27.7036878,85.3131476,,,,,,,,,,
207412810,way,Suvechhya Hospital,27.7090822,85.2810899,,,yes,,,,,,,
208175247,way,Janamaitri Hospital,27.7281844,85.3033195,,,,yes,yes,yes,yes,,,
208681773,way,Nepal Plastic Surgery Hospital,27.6434615,85.3377866,,,,no,yes,no,yes,,,
209874600,way,Mental hospital,27.7355736,85.4155938,,,,,,,,,,
211436969,way,Laliguras Hospital,27.6583348,85.3214641,,,,no,yes,no,yes,,,
211750710,way,Sumeru Hospital,27.6448249,85.325761,,,yes,yes,yes,yes,yes,,https://sumeruhospital.org.np/,+977 15275377
211858815,way,Shuvatara Hospital,27.6615713,85.318803,,,yes,yes,yes,yes,yes,,,
211897513,way,Natural Health Hospital,27.6958923,85.3455553,,,,no,no,no,no,,,
215554749,way,Helping Hands Community Hospital,27.7174644,85.3462021,,,,,,yes,yes,,,
216443708,way,Nepal Beijing Friendship Hospital,27.7314474,85.3300149,,,,no,yes,no,yes,,,01-4413043
216607338,way,Welcare Hospital and Research Centre,27.7079435,85.3352598,,,,yes,yes,yes,yes,,,01-4426135
216705743,way,Maruti Children Hospital,27.735303,85.3286225,,,,no,no,no,yes,,,
218203441,way,ग्रीन सिटी अस्पताल (बसुन्धरा),27.7372446,85.3227706,Kathmandu Ringroad,,,yes,yes,yes,yes,24/7,https://www.gch.com.np,+977 01 4981133;+977 01 4983169;+977 01 4952248
218984210,way,New Life Health Care Pvt. Ltd.,27.7143403,85.3499966,,,,no,no,no,no,,,
219072866,way,mhf,27.7536881,85.3301453,,,,,,,,,,
219973934,way,Nepal Korea Friendship Hospital,27.6788728,85.383778,,,,no,yes,yes,yes,,,
220212853,way,Samaj Dental Hospital,27.7257097,85.3576071,,,,no,no,no,yes,,,
220213917,way,Shechan Clinic & Hospice,27.7245571,85.3599134,,,,no,no,no,yes,,,
220316414,way,Punarjiban Hospital,27.6726044,85.3407666,,,,no,no,no,no,,,01-5006115
220336145,way,Madhyapur Hospital,27.6731334,85.3868223,,,,yes,yes,yes,yes,,,
220986127,way,Gandhi Samudayik Hospital,27.6967142,85.3684021,,,,no,no,no,yes,,,
221047767,way,Kathmandu E.N.T. Hospital and Research Center,27.7036968,85.3181869,,,,yes,yes,yes,yes,,,
221295252,way,All Nepal Hospital,27.7345265,85.3174599,,,,yes,yes,yes,yes,,,
221295256,way,अन्तर्राष्ट्रिय मैत्री बाल अस्पताल (महाराजगञ्ज),27.7312886,85.3263639,लाजिम्पाट सडक,,,yes,yes,yes,yes,24/7,https://www.ifch.com.np,+977 01 4515461
221344946,way,Sarvanga Hospital,27.6856246,85.3165852,,,,yes,yes,yes,yes,,,
221353886,way,Blue Lotus Hospital,27.6942259,85.3106073,,,,no,yes,no,no,,,
221639848,way,Rhythm Neuropsychiatry Hospital & Research Center,27.6693103,85.30967,,,,,,,,,,
221694253,way,Kathmandu Model Hospital,27.7026968,85.3201189,,,yes,yes,yes,yes,yes,,,
221727449,way,Kathmandu Model Hospital Dental Department,27.7065103,85.3181652,,,,no,no,no,yes,,,
221824840,way,Kundalini Hospital,27.6795847,85.3063158,,,,yes,no,yes,no,,,
221824844,way,Sumeru City Hospital,27.6760179,85.3148149,,,,no,yes,no,yes,,,
222136578,way,Vayodha Hospital,27.6842383,85.2982933,,,,yes,yes,yes,yes,,,
222180172,way,Kirtipur Hospital,27.6825633,85.2737393,,,,no,yes,no,yes,,,
222724349,way,shiva jyoti hospital & research center,27.6855828,85.2980011,,,,yes,yes,yes,yes,,,
222779972,way,Kantipur Hospital,27.6855656,85.3448179,,,,yes,yes,yes,yes,,,
222864245,way,Summit Hospital,27.6741534,85.3596364,,,,,,,,,,016631736
223033987,way,Midat Hospital,27.6667865,85.3248821,,,,yes,yes,yes,yes,,,
223275409,way,Grande International Hospital,27.7529192,85.3252409,11 16 16,,yes,yes,yes,yes,yes,24/7,https://www.grandehospital.com/,+977 1 5159266; +977 1 5159267; +977 9801202550
223502956,way,People's Life Care Hospital,27.7275251,85.4607057,,,,no,yes,no,yes,,,
223503867,way,Sahid Memorial Hospital,27.6945079,85.2811325,,,,yes,yes,yes,yes,,,
223503869,way,OM Samaj Hospital,27.6891458,85.2709256,,,,,,,,,,
223503879,way,Sahid Memorial Hospital,27.6954902,85.2809333,,,,,,,,,,
223504501,way,Tranquiliy Hospital and Research Center,27.6517246,85.3299517,,,,no,no,no,no,,,
224724636,way,Diyas Hospital,27.6527637,85.3045908,,,,yes,yes,yes,yes,,,
225648689,way,Bharjabaharahi Hospital,27.6038515,85.3278096,,,,no,yes,no,yes,,,
225659856,way,Centre For Liver Disease,27.6899228,85.3286739,,,,no,no,no,no,,,
225660491,way,Himal Hospital,27.7102329,85.3282098,,,,yes,yes,yes,yes,,,
226284392,way,Kathmandu Hospital,27.6426578,85.3380966,,,,no,no,no,yes,,,
226284409,way,Harisiddhi Community Hospital,27.637224,85.341898,,,,,,,,,,
226335431,way,Nepal orthopaedic Hospital,27.7201552,85.3811912,,,,yes,yes,yes,yes,,,
226429180,way,Chest Hospital,27.6992564,85.2971035,,,,no,yes,no,yes,,,
226429181,way,Shree Jyoti Hospital and Research Center,27.6985437,85.2974366,,,,yes,yes,no,yes,,,
226429182,way,Spark Health Homes Hospital,27.6976466,85.2947666,,,,no,no,no,yes,,,
226439738,way,Kathmandu Hospital,27.6942716,85.3110199,,,,yes,yes,yes,yes,,,
226472197,way,Nilam Hospital,27.688906,85.250524,,,,yes,yes,yes,yes,,,
226690705,way,National Kidney Center,27.7245541,85.2957645,,,,,,,,,,
226831608,way,National Hospital and Cancer Research Center,27.6733887,85.3147244,,,,no,yes,no,yes,,,
226835291,way,Chinese People Hospital Private Limited,27.7204263,85.3618191,,,,no,no,no,yes,,,
226852863,way,Hamro Sahayatri Hosp and Birthing Center,27.6765548,85.3526039,,,,no,yes,no,yes,,,
226885065,way,Medicare National Hospital and Research Center,27.7184247,85.3463804,,,,yes,yes,yes,yes,,,
226974435,way,Venus International Hospital,27.6972368,85.3376008,,,,yes,yes,yes,yes,,,
226978803,way,Ayush Hospital,27.6862861,85.33588,,,,no,no,no,no,,,
227085228,way,Human Development Community Service(HDCS),27.6590518,85.2995533,,,no,,,,,,,
227115386,way,Nobel Hospital,27.698195,85.3482018,,,,yes,yes,yes,yes,,,
227266290,way,Shankarapur Hospital,27.7214978,85.3765643,,,,yes,yes,yes,yes,,,
227893818,way,B & B Hospital,27.6650525,85.3294439,"Ring Road gwarkho,chowk",,,yes,yes,yes,yes,,https://www.bbhospital.com.np/,
227893819,way,Global Hospital,27.6665858,85.3330007,,,,,,,,,,
227894763,way,"BP Eye Foundation, Children's Hospital for Eye, ENT and Rehabilitation Services (CHEERS)",27.6706634,85.3535534,,,,no,yes,no,yes,,,
227939182,way,Shanti Sewa Griha,27.704607,85.3508873,,,,no,no,no,no,,https://shanti-leprahilfe.de/en/projects/medicine/hape-kerkeling-clinic/,
229128707,way,People's Dental College & Hospital,27.7244571,85.3066029,,,,no,yes,no,yes,,,
229129612,way,Metro Radiology and Imaging,27.7153874,85.326096,,,,no,no,no,no,,,
230055223,way,Dhulikhel Hospital,27.6167309,85.5478246,,,yes,,,,,,,
230055228,way,Pediatrics and Gyn/Obs,27.6162511,85.5477276,,,yes,,,,,,,
231049689,way,College of Dental Science and Hospital,27.7338138,85.3802709,,,,no,no,no,yes,,,
231628208,way,Life Care Hospital,27.6994678,85.3104552,,,,yes,yes,yes,yes,,,
231630359,way,Capital Hospital,27.7027993,85.3217439,,,,no,yes,no,yes,,,
239977016,way,Nepal Bharat Maitri Hospital,27.7115501,85.3455948,dakshina murti marga,,,,,,,24/7,,
240358404,way,Swatha Parichyan,27.7060412,85.3249615,,,,,,,,,,
244966631,way,Kirtipur Burn Hospital,27.6817453,85.2732357,,,,,,,,,,
245265728,way,Nutrition Rehabilitation Home (NRH),27.6353477,85.3154498,Sunkothi to Nakhu river Road,,,,,,,,,"+977 01 5574817, 5574818"
262821660,way,Arayoga Hospital,27.673599,85.3117756,,,,,,,,,,
301884716,way,National Ayurvedic Research and Training Center,27.6767161,85.2880095,,,,,,,,,,
302696153,way,KIST hospital,27.6621707,85.3341523,,,yes,,,,,,,
305050136,way,UNIVERSAL COLLEGE OF MEDICAL SCIENCES & UCMS COLLEGE OF DENTAL SURGERY,27.706704,85.3179811,,,,,,,,,,01-4240384
341520936,way,Cancer Hospital,27.6337166,85.5271071,,,,,,,,,,
341532571,way,Motherland Hospital,27.6893265,85.3599162,Sinamangal Marga,,,,,,,24/7,,
341610159,way,,27.592048,85.3315359,neupanegaun,,,,,,,10am:5pm,,
342319745,way,Valley Maternity Nursing Home,27.7053006,85.3226483,,,,,,,,24/7,,
343650784,way,मेघा अस्पताल,27.675349,85.3024474,,,,,,,,,,
343949381,way,health post,27.5782794,85.5006401,,,,,,,,,,
344541501,way,Banepa Hospital,27.6328186,85.5184947,,,,,,,,,,
344983946,way,Shankarapur Hospital,27.7215155,85.3780435,,,,,,,,,,
372781590,way,Binayak Hospital,27.7363537,85.3180086,,,,,,,,,,
395026898,way,Kapan Hospital,27.7336364,85.352264,,,yes,,,,,,,
403031780,way,Nepal Cancer Hospital,27.6434652,85.3388989,,,,,,,,,,
429577147,way,Sheer Memorial Adventist Hospital,27.6329841,85.5277023,,,yes,,,,,,,
438372625,way,,27.6746531,85.3670252,,,,,,,,,,
454234690,way,Nidan Hospital,27.6790886,85.3157015,,,,,,,,,,
